song_name,artist_name,upload_year,complexity,repetition,harmonic_palette,structure_variation,playability,release_year,birth_year,billboard_country_year_end_flag,billboard_country_year_end_pos,artist_age_at_release,macro_region_clean,genre_clean,first_chord_group
Ill Thank You All My Life,Jean Shepard,2015,.1543859649122806,.9298245614035088,.4,0,.8456140350877193,1956,1933,No,,23,South,country,G
Its Hard To Tell The Married From The Free,Jean Shepard,2015,.288,.88,.3,0,.712,1956,1933,No,,23,South,country,C
Passing Love Affair,Jean Shepard,2015,.2222222222222222,.8888888888888888,.3,0,.7777777777777778,1956,1933,No,,23,South,country,G
Shadows On The Wall,Jean Shepard,2015,.2620689655172413,.8620689655172413,.4,0,.7379310344827587,1956,1933,No,,23,South,country,C
Too Busy Cryin The Blues,Jerry Reed,2020,.2481481481481481,.9074074074074074,.5,.8333333333333334,.7518518518518519,1956,1937,No,,19,South,country,D
The Milk Cow Blues,Jimmie Rodgers Snow,2022,.3254901960784314,.8627450980392157,.7,1,.6745098039215687,1956,1897,No,,59,South,country,G
Sweet Love On My Mind,Johnny Burnette and The Rock 'n Roll Trio,2015,.047457627118644,.8813559322033898,.7,0,.952542372881356,1956,1934,No,,22,Appalachia,country,E
I Walk The Line,Johnny Cash,2005,.1215686274509803,.9019607843137256,.5,1.166666666666667,.8784313725490196,1956,1932,Yes,3,24,South,country,E
Im Ready If Youre Willing,Johnny Horton,2024,.1612903225806451,.935483870967742,.4,1,.8387096774193549,1956,1925,No,,31,West,country,E
Theres Poison In Your Heart,Kitty Wells,2023,.192,.88,.3,.1666666666666666,.8080000000000001,1956,1919,No,,37,Appalachia,country,C
The Waltz Of The Angels,Lefty Frizzell,2022,.0647058823529411,.8823529411764706,.4,.6666666666666666,.9352941176470588,1956,1928,No,,28,South,country,G
How Ive Tried,Porter Wagoner,2015,.2108108108108108,.9189189189189187,.3,0,.7891891891891891,1956,1927,No,,29,Midwest,country,C
What Would You Do,Porter Wagoner,2018,.0457142857142857,.8857142857142857,.4,.5,.9542857142857144,1956,1927,Yes,30,29,Midwest,country,D
Youre The Reason Im In Love,Sonny James,2018,.0307692307692307,.9230769230769232,.2,.5,.9692307692307692,1956,1929,No,,27,South,country,B
Brave,"The Browns (US, Christian group)",2020,.0246913580246913,.9382716049382716,.5,1.5,.9753086419753086,1956,1955,No,,1,South,country,D
Cash On The Barrel Head,The Louvin Brothers,2022,.1151515151515151,.9393939393939394,.4,1.333333333333333,.8848484848484849,1956,1940,No,,16,South,country,F
Cash On The Barrelhead,The Louvin Brothers,2021,.0126315789473684,.968421052631579,.3,1.5,.9873684210526316,1956,1940,No,,16,South,country,D
I Dont Believe Youve Met My Baby,The Louvin Brothers,2015,.3164835164835164,.934065934065934,.6,0,.6835164835164835,1956,1940,No,,16,South,country,OTHER
Knoxville Girl,The Louvin Brothers,2022,.1179487179487179,.935897435897436,.5,.1666666666666666,.882051282051282,1956,1940,No,,16,South,country,D
What Is A Home Without Love,The Louvin Brothers,2008,.2363636363636363,.8863636363636364,.5,.5,.7636363636363637,1956,1940,No,,16,South,country,G
Youre Running Wild,The Louvin Brothers,2021,.0377358490566037,.9056603773584906,.5,1.333333333333333,.9622641509433962,1956,1940,No,,16,South,country,A
Sittin Alone In The Moonlight,Bill Monroe,2003,.123076923076923,.8076923076923077,.5,0,.8769230769230769,1957,1911,No,,46,Appalachia,country,G
Just A Little Lonesome,Bobby Helms,2017,.1434782608695652,.8695652173913043,.6,0,.8565217391304347,1957,1933,Yes,10,24,Midwest,country,G
Tennessee Wig Walk,Bonnie Lou,2023,.1439490445859872,.9554140127388536,.7,1.166666666666667,.8560509554140128,1957,1924,Yes,27,33,Midwest,country,C
Lend Me Your Comb,Carl Perkins,2016,.0363636363636363,.9090909090909092,.5,.5,.9636363636363636,1957,1932,No,,25,Appalachia,country,E
Put Your Cat Clothes On,Carl Perkins,2021,.2642857142857143,.9285714285714286,.4,1.333333333333333,.7357142857142858,1957,1932,No,,25,Appalachia,country,A
You Cant Hurt Me Anymore,Carl Smith,2022,.0982456140350877,.912280701754386,.5,.6666666666666666,.9017543859649124,1957,1927,No,,30,Appalachia,country,C
Your Name Is Beautiful,Carl Smith,2022,.1578947368421052,.881578947368421,.9,.6666666666666666,.8421052631578947,1957,1927,Yes,6,30,Appalachia,country,G
Your Cold Heart Told Me No,Carl and Pearl Butler,2019,.3024390243902439,.902439024390244,.4,1,.6975609756097561,1957,,No,,,Appalachia,country,G
In The Garden,Dwight Yoakam,2017,.064516129032258,.8387096774193549,.5,.6666666666666666,.935483870967742,1957,1956,No,,1,Appalachia,country,A
Gonna Find Me A Bluebird,Eddy Arnold,2019,.1155555555555555,.9111111111111112,.4,.8333333333333334,.8844444444444445,1957,1918,No,,39,Appalachia,country,C
But Where Are You,Ferlin Husky,2021,.073015873015873,.8888888888888888,.7,.3333333333333333,.926984126984127,1957,1925,No,,32,Midwest,country,G
Dont Stop The Music,George Jones,2009,.0296296296296296,.925925925925926,.4,.8333333333333334,.9703703703703704,1957,1931,No,,26,South,country,D
Hold On To What Youve Got,George Jones,2023,.1354838709677419,.9032258064516128,.6,.8333333333333334,.8645161290322581,1957,1931,No,,26,South,country,D
Take Me Duet,George Jones,2017,.1388888888888889,.7777777777777778,.8,.6666666666666666,.8611111111111112,1957,1931,No,,26,South,country,D
Uh Uh No,George Jones,2015,.04,.9,.3,0,.96,1957,1931,No,,26,South,country,A
You Never Thought,George Jones,2023,.1320754716981132,.9245283018867924,.4,.5,.8679245283018868,1957,1931,No,,26,South,country,G
Mystery Train,Glen Campbell,2016,.1351351351351351,.8648648648648649,.5,0,.8648648648648649,1957,1936,No,,21,South,country,E
Among My Souvenirs,Hank Snow,2022,.2944444444444444,.9305555555555556,.5,.8333333333333334,.7055555555555555,1957,1914,No,,43,Appalachia,country,G
Blue Love,Hank Williams,2021,.0272727272727272,.931818181818182,.3,1,.9727272727272728,1957,1923,No,,34,South,country,D
Am I Losing You,Jim Reeves,2015,.2974358974358974,.8717948717948718,.5,0,.7025641025641025,1957,1923,Yes,3,34,South,country,F
Each Beat Of My Heart,Jim Reeves,2022,.0733333333333333,.9166666666666666,.5,.6666666666666666,.9266666666666666,1957,1923,No,,34,South,country,D
If You Love Me Dont Leave Me,Jim Reeves,2021,.213953488372093,.8837209302325582,.5,1.333333333333333,.786046511627907,1957,1923,No,,34,South,country,C
Spanish Violins,Jim Reeves,2022,.016,.96,.3,1.166666666666667,.984,1957,1923,No,,34,South,country,C
Down The Old Road To Home,Jimmie Rodgers,2021,.0176470588235294,.9558823529411764,.3,1.166666666666667,.9823529411764704,1957,1897,No,,60,South,country,A
High Powered Mama,Jimmie Rodgers,2021,.1542168674698795,.9036144578313252,.8,1.833333333333333,.8457831325301205,1957,1897,No,,60,South,country,C
Water Boy,Jimmie Rodgers,2022,.2202898550724637,.927536231884058,.5,.6666666666666666,.7797101449275363,1957,1897,No,,60,South,country,OTHER
Give My Love To Rose,Johnny Cash,2015,.0538461538461538,.9230769230769232,.4,.3333333333333333,.946153846153846,1957,1932,No,,25,South,country,A
I Heard That Lonesome Whistle,Johnny Cash,2009,.0285714285714285,.9285714285714286,.3,.6666666666666666,.9714285714285714,1957,1932,No,,25,South,country,A
I Heard That Lonesome Whistle Blow,Johnny Cash,2017,.025,.9375,.3,.5,.975,1957,1932,No,,25,South,country,G
I Was There When It Happened,Johnny Cash,2015,.1785714285714285,.9285714285714286,.4,.8333333333333334,.8214285714285714,1957,1932,No,,25,South,country,E
If The Good Lords Willin,Johnny Cash,2023,.2523809523809524,.9047619047619048,.4,1,.7476190476190476,1957,1932,No,,25,South,country,E
Remember Me Im The One Who Loves You,Johnny Cash,2010,.1806451612903225,.8387096774193549,.5,.5,.8193548387096774,1957,1932,No,,25,South,country,B
I Got A Hole In My Pirogue,Johnny Horton,2023,.0952380952380952,.9583333333333334,.7,1.333333333333333,.9047619047619048,1957,1925,No,,32,West,country,E
Im Coming Home,Johnny Horton,2017,.0260869565217391,.9347826086956522,.3,1.166666666666667,.9739130434782608,1957,1925,No,,32,West,country,E
Letter Edged In Black,Marty Robbins,2020,.184,.9,.5,1.166666666666667,.8160000000000001,1957,1925,No,,32,West,country,D
My Side Of Life,Mel Tillis,2023,.2178571428571428,.8571428571428572,.8,.6666666666666666,.7821428571428571,1957,1932,No,,25,South,country,G
Yes I Understand,Patsy Cline,2015,.2108108108108108,.9189189189189187,.3,0,.7891891891891891,1957,1932,No,,25,South,country,G
A Satisfied Mind,Porter Wagoner,2020,.0235294117647058,.9411764705882352,.3,.8333333333333334,.976470588235294,1957,1927,Yes,3,30,Midwest,country,A
Midnight,Porter Wagoner,2024,.1533333333333333,.8666666666666667,.4,.8333333333333334,.8466666666666667,1957,1927,No,,30,Midwest,country,F
I Saw My Castles Fall Today,Ray Price,2018,.2846153846153846,.8076923076923077,.5,0,.7153846153846154,1957,1926,No,,31,South,country,D
Mansion On The Hill,Ray Price,2017,.180327868852459,.918032786885246,.5,.3333333333333333,.819672131147541,1957,1926,No,,31,South,country,A
Jimmy,The Band Perry,2013,.01,.975,.4,0,.99,1957,2009,No,,-52,South,country,G
Dont Use The Word Lightly,The Browns,2024,.1127272727272727,.8,1.1,.8333333333333334,.8872727272727272,1957,1955,No,,2,South,country,C
I Heard The Bluebirds Sing,The Browns,2019,.0338461538461538,.9384615384615383,.4,1.333333333333333,.966153846153846,1957,1955,Yes,4,2,South,country,D
Just In Time,The Browns,2021,.2145454545454545,.8727272727272728,.7,0,.7854545454545455,1957,1955,No,,2,South,country,G
I Know You Dont Love Me Anymore,Wilburn Brothers,2015,.2210526315789473,.9210526315789472,.3,0,.7789473684210526,1957,1954,No,,3,South,country,C
Thats When I Miss You,Wilburn Brothers,2015,.2482758620689655,.896551724137931,.3,0,.7517241379310344,1957,1954,No,,3,South,country,C
I Saw The Light,Bill Monroe,2022,.0210526315789473,.9473684210526316,.3,1,.9789473684210528,1958,1911,No,,47,Appalachia,country,G
Ive Found A Hiding Place,Bill Monroe,2022,.025,.9375,.4,1,.975,1958,1911,No,,47,Appalachia,country,E
Lifes Railway To Heaven,Bill Monroe,2022,.0347826086956521,.9130434782608696,.4,1,.9652173913043478,1958,1911,No,,47,Appalachia,country,G
Lord Build Me A Cabin In Glory,Bill Monroe,2022,.0253968253968253,.9365079365079364,.4,1.166666666666667,.9746031746031746,1958,1911,No,,47,Appalachia,country,G
Gotta Travel On,Billy Grammer,2011,.1666666666666667,.8333333333333334,1.1,0,.8333333333333334,1958,1925,Yes,5,33,Midwest,country,G
Gotta Travel On,Billy Grammer,2011,.1666666666666666,.8333333333333334,1.1,0,.8333333333333334,1958,1925,Yes,5,33,Midwest,country,G
Texas Blues,Bob Wills & His Texas Playboys,2022,.2142857142857142,.7857142857142857,.3,.5,.7857142857142857,1958,1905,No,,53,South,country,C
Ill Try,Conway Twitty,2016,.0454545454545454,.8863636363636364,.5,0,.9545454545454546,1958,1933,No,,25,South,country,B
Its Only Make Believe,Conway Twitty,2014,.0461538461538461,.8846153846153846,.6,0,.9538461538461538,1958,1933,No,,25,South,country,E
Star Spangled Heaven,Conway Twitty,2025,.0184615384615384,.9538461538461538,.3,.6666666666666666,.9815384615384616,1958,1933,No,,25,South,country,A
Blues Stay Away From Me,Delmore Brothers,2020,.18,.85,.3,.3333333333333333,.8200000000000001,1958,1926,Yes,22,32,South,country,G
Blues Stay Away From Me,Delmore Brothers,2020,.18,.85,.3,.3333333333333333,.8200000000000001,1958,1926,Yes,22,32,Unknown,country,G
He Hideth My Soul,Eddy Arnold,2015,.1846153846153846,.9423076923076924,.3,1,.8153846153846154,1958,1918,No,,40,Appalachia,country,G
Hey Mr Bluebird,Ernest Tubb,2016,.2186046511627906,.9069767441860466,.4,.5,.7813953488372093,1958,1992,Yes,9,-34,Appalachia,country,G
Breezin Along With The Breeze,Ferlin Husky,2021,.3975308641975308,.8395061728395061,1.3,.5,.6024691358024692,1958,1925,No,,33,Midwest,country,G
Im Glad Im On The Inside Looking Out,Hank Snow,2018,.1907692307692307,.9384615384615383,.4,1.166666666666667,.8092307692307692,1958,1914,No,,44,Appalachia,country,C
Invisible Hands,Hank Snow,2022,.1081081081081081,.8918918918918919,.4,.6666666666666666,.8918918918918919,1958,1914,No,,44,Appalachia,country,G
My Mother,Hank Snow,2016,.1818181818181818,.9421487603305784,.7,0,.8181818181818181,1958,1914,No,,44,Appalachia,country,A
How Much Is That Hound Dog In The Window,Homer & Jethro,2023,.2039215686274509,.9607843137254902,.2,1.5,.7960784313725491,1958,1936,Yes,2,22,Appalachia,country,D
All Over Again,Johnny Cash,2009,.0260869565217391,.9347826086956522,.3,0,.9739130434782608,1958,1932,Yes,4,26,South,country,A
Big River,Johnny Cash,2019,.0974789915966386,.957983193277311,.5,1.333333333333333,.9025210084033614,1958,1932,Yes,4,26,South,country,E
Come In Stranger,Johnny Cash,2011,.2101694915254237,.9322033898305084,.4,0,.7898305084745763,1958,1932,Yes,6,26,South,country,E
Dont Take Your Guns To Town,Johnny Cash,2009,.017910447761194,.9552238805970148,.3,1.166666666666667,.982089552238806,1958,1932,No,,26,South,country,A
Hey Good Lookin,Johnny Cash,2020,.3384615384615385,.903846153846154,.5,.8333333333333334,.6615384615384615,1958,1932,No,,26,South,country,G
I Still Miss Someone,Johnny Cash,2006,.0137931034482758,.9655172413793104,.3,.6666666666666666,.986206896551724,1958,1932,No,,26,South,country,G
Just About Time,Johnny Cash,2015,.196875,.953125,.3,0,.803125,1958,1932,No,,26,South,country,C
Thats Enough,Johnny Cash,2010,.2244897959183673,.8367346938775511,.8,0,.7755102040816326,1958,1932,No,,26,South,country,G
Youre The Nearest Thing To Heaven,Johnny Cash,2010,.0266666666666666,.9333333333333332,.3,0,.9733333333333334,1958,1932,No,,26,South,country,D
That Crazy Feeling,Kenny Rogers,2015,.0344827586206896,.9137931034482758,.5,0,.9655172413793104,1958,1938,No,,20,South,country,E
Wap,Margo Price,2020,.0285714285714285,.9285714285714286,.4,.3333333333333333,.9714285714285714,1958,1983,No,,-25,Midwest,country,AM
A White Sport Coat,Marty Robbins,2014,.2585308750365818,.8596356453028973,.9333333333333332,.5,.7414691249634182,1958,1925,Yes,1,33,West,country,OTHER
Its Too Soon To Know,Pat Boone,2016,.1051282051282051,.8333333333333334,1.3,0,.8948717948717949,1958,1934,No,,24,South,country,BB
Dear Lonesome,Porter Wagoner,2017,.0272727272727272,.931818181818182,.3,.6666666666666666,.9727272727272728,1958,1927,No,,31,Midwest,country,C
Ill Be Your Baby Tonight,Ray Price,2025,.2976744186046511,.8837209302325582,.5,1.5,.7023255813953488,1958,1926,No,,32,South,country,D
Kissin Your Picture,Ray Price,2017,.0352941176470588,.9117647058823528,.3,.3333333333333333,.9647058823529412,1958,1926,No,,32,South,country,G
Alma Adentro,Sylvia Rexach,2014,.3866666666666666,.7333333333333334,.8,0,.6133333333333333,1958,1956,No,,2,Midwest,country,AM
Anochecer,Sylvia Rexach,2019,.4466666666666666,.4333333333333333,1.7,.6666666666666666,.5533333333333333,1958,1956,No,,2,Midwest,country,G
Di Corazon,Sylvia Rexach,2019,.35,.625,.9,.5,.65,1958,1956,No,,2,Midwest,country,EM
Es Tarde Ya,Sylvia Rexach,2022,.4137931034482759,.4827586206896551,1.5,.6666666666666666,.5862068965517241,1958,1956,No,,2,Midwest,country,C
Habia Una Vez,Sylvia Rexach,2022,.3764705882352941,.6764705882352942,1.1,.8333333333333334,.6235294117647059,1958,1956,No,,2,Midwest,country,OTHER
Matiz De Amor,Sylvia Rexach,2019,.4342857142857143,.6,1.4,.8333333333333334,.5657142857142857,1958,1956,No,,2,Midwest,country,A
Nave Sin Rumbo,Sylvia Rexach,2018,.4666666666666667,.4583333333333333,1.3,0,.5333333333333333,1958,1956,No,,2,Midwest,country,AM
Nuestra Luna,Sylvia Rexach,2019,.4642857142857143,.5357142857142857,1.3,1,.5357142857142857,1958,1956,No,,2,Midwest,country,C
Olas Y Arenas,Sylvia Rexach,2014,.2888888888888888,.6944444444444444,1.1,0,.7111111111111111,1958,1956,No,,2,Midwest,country,D
Tus Pasos,Sylvia Rexach,2019,.4357142857142857,.5,1.4,.6666666666666666,.5642857142857143,1958,1956,No,,2,Midwest,country,AM
Barbara Allen,The Everly Brothers,2014,.01875,.953125,.3,0,.98125,1958,1957,No,,1,Midwest,country,E
Bird Dog,The Everly Brothers,2010,.0421052631578947,.9342105263157896,.5,1.333333333333333,.9578947368421052,1958,1957,No,,1,Midwest,country,B
Claudette,The Everly Brothers,2013,.0296296296296296,.9537037037037036,.5,.6666666666666666,.9703703703703704,1958,1957,Yes,15,1,Midwest,country,E
Im Here To Get My Baby Out Of Jail,The Everly Brothers,2003,.1809523809523809,.9523809523809524,.3,1,.819047619047619,1958,1957,No,,1,Midwest,country,D
Lightning Express,The Everly Brothers,2014,.2092307692307692,.9384615384615383,.4,0,.7907692307692308,1958,1957,No,,1,Midwest,country,C
Long Time Gone,The Everly Brothers,2014,.22,.9,.3,0,.78,1958,1957,No,,1,Midwest,country,D
Oh So Many Years,The Everly Brothers,2014,.0333333333333333,.9166666666666666,.3,0,.9666666666666668,1958,1957,No,,1,Midwest,country,F
Whos Gonna Shoe Your Pretty Little Feet,The Everly Brothers,2014,.0258064516129032,.935483870967742,.2,0,.9741935483870968,1958,1957,No,,1,Midwest,country,D
In The Pines,The Louvin Brothers,2021,.0392156862745098,.9607843137254902,.4,1.333333333333333,.9607843137254902,1958,1940,No,,18,South,country,E
The Last Dance,The Roger Springer Band,2018,.1428571428571428,.9183673469387755,.8,.1666666666666667,.8571428571428572,1958,1962,No,,-4,South,country,G
Voice From On High,The Stanley Brothers,2006,.08,.8,.4,.3333333333333333,.92,1958,1945,No,,13,South,country,C
Crying Through The Night,Wanda Jackson,2015,.2171428571428571,.8857142857142857,.4,0,.7828571428571429,1958,1937,No,,21,South,country,C
Call Me Your Sweetheart,Webb Pierce,2018,.2111111111111111,.8888888888888888,.4,0,.7888888888888889,1958,1921,No,,37,South,country,C
Just Imagination,Webb Pierce,2015,.2,.9,.3,0,.8,1958,1921,No,,37,South,country,C
Ninety Nine Years,Bill Anderson,2015,.232258064516129,.9032258064516128,.3,0,.767741935483871,1959,1937,No,,22,South,country,G
Beautiful Brown Eyes,Chet Atkins,2007,.2,.875,.3,.5,.8,1959,1924,No,,35,Appalachia,country,D
In The Good Old Summertime,Chet Atkins,2007,.3666666666666667,.5833333333333333,.5,0,.6333333333333333,1959,1924,No,,35,Appalachia,country,A
Oh Danny Boy,Conway Twitty,2015,.0521739130434782,.8695652173913043,1.2,0,.9478260869565216,1959,1933,No,,26,South,country,D
Johnny Reb Thats Me,Eddy Arnold,2021,.0244897959183673,.9387755102040816,.3,0,.9755102040816328,1959,1918,No,,41,Appalachia,country,A
Mister And Mississippi,Eddy Arnold,2017,.0617283950617283,.8641975308641976,1.1,.3333333333333333,.9382716049382716,1959,1918,No,,41,Appalachia,country,C
Nellie Sits A-Waitin,Eddy Arnold,2022,.0153846153846153,.9615384615384616,.2,1,.9846153846153848,1959,1918,No,,41,Appalachia,country,G
Tennessee Stud,Eddy Arnold,2014,.1936507936507936,.9206349206349208,.5,0,.8063492063492064,1959,1918,Yes,5,41,Appalachia,country,G
The Battle Of Little Big Horn,Eddy Arnold,2022,.1857142857142857,.9285714285714286,.3,.3333333333333333,.8142857142857143,1959,1918,No,,41,Appalachia,country,G
