seed_title,source_seed,wikidata_qid
Rodney Crowell,Category:American country singer-songwriters,Q704683
J. C. Crowley,Category:American country singer-songwriters,Q6103973
Bobbie Cryner,Category:American country singer-songwriters,Q4934632
Ray Cummins (guitarist),Category:American country singer-songwriters,Q7297372
Dick Curless,Category:American country singer-songwriters,Q2675743
Billy Currington,Category:American country singer-songwriters,Q452441
Mac Curtis,Category:American country singer-songwriters,Q1882472
Sonny Curtis,Category:American country singer-songwriters,Q540395
Don Cusic,Category:American country singer-songwriters,Q5292480
Billy Ray Cyrus,Category:American country singer-songwriters,Q231259
Ted Daffan,Category:American country singer-songwriters,Q2328312
Lisa Daggs,Category:American country singer-songwriters,Q17002095
Kimberley Dahme,Category:American country singer-songwriters,Q3815338
Dale and Grace,Category:American country singer-songwriters,Q1157829
Kenny Dale,Category:American country singer-songwriters,Q6391018
Vernon Dalhart,Category:American country singer-songwriters,Q704781
Amy Dalley,Category:American country singer-songwriters,Q4749155
Karen Dalton,Category:American country singer-songwriters,Q467670
Lacy J. Dalton,Category:American country singer-songwriters,Q282964
Mike Daly,Category:American country singer-songwriters,Q6846483
Dale Daniel,Category:American country singer-songwriters,Q5210396
Davis Daniel,Category:American country singer-songwriters,Q5241884
Kyle Daniel,Category:American country singer-songwriters,Q108027603
Clint Daniels,Category:American country singer-songwriters,Q5133938
Bobby Darin,Category:American country singer-songwriters,Q311267
Chris Daring,Category:American country singer-songwriters,Q5106355
Helen Darling (singer),Category:American country singer-songwriters,Q5702119
Sarah Darling,Category:American country singer-songwriters,Q7422235
Velva Darnell,Category:American country singer-songwriters,Q7919367
Johnny Darrell,Category:American country singer-songwriters,Q6266550
Dasha (singer),Category:American country singer-songwriters,Q125157260
Clay Davidson,Category:American country singer-songwriters,Q5129885
Dallas Davidson,Category:American country singer-songwriters,Q5211314
Gail Davies,Category:American country singer-songwriters,Q1491218
Bill Davis (musician),Category:American country singer-songwriters,Q16203810
Brad Davis (musician),Category:American country singer-songwriters,Q4953881
David Davis (bluegrass),Category:American country singer-songwriters,Q41256031
Elise Davis,Category:American country singer-songwriters,Q30591203
Jacob Davis (singer),Category:American country singer-songwriters,Q135005493
Jamie Davis (musician),Category:American country singer-songwriters,Q16206161
Jimmie Davis,Category:American country singer-songwriters,Q429348
Jon Christopher Davis,Category:American country singer-songwriters,Q6270490
Jordan Davis (singer),Category:American country singer-songwriters,Q44274417
Linda Davis,Category:American country singer-songwriters,Q13561737
Mac Davis,Category:American country singer-songwriters,Q910761
Patrick Davis (musician),Category:American country singer-songwriters,Q47487944
Paul Davis (singer),Category:American country singer-songwriters,Q7150165
Skeeter Davis,Category:American country singer-songwriters,Q292412
Stephanie Davis (singer),Category:American country singer-songwriters,Q7608260
Devin Dawson,Category:American country singer-songwriters,Q42211910
Jennifer Day (singer),Category:American country singer-songwriters,Q15059517
Jeff Dayton,Category:American country singer-songwriters,Q19957336
Jesse Dayton,Category:American country singer-songwriters,Q6186260
Star De Azlan,Category:American country singer-songwriters,Q7600696
Billy Dean,Category:American country singer-songwriters,Q863073
Eddie Dean (singer),Category:American country singer-songwriters,Q1282750
Jackson Dean,Category:American country singer-songwriters,Q111660058
Jimmy Dean,Category:American country singer-songwriters,Q1689346
Roxie Dean,Category:American country singer-songwriters,Q7372440
Jessie James Decker,Category:American country singer-songwriters,Q436276
Duane Dee,Category:American country singer-songwriters,Q16204542
Tommy Dee,Category:American country singer-songwriters,Q53835397
Gene Deer,Category:American country singer-songwriters,Q5531170
Jason Deere,Category:American country singer-songwriters,Q6162353
Bill Dees,Category:American country singer-songwriters,Q4908740
Penny DeHaven,Category:American country singer-songwriters,Q7164366
Grey DeLisle,Category:American country singer-songwriters,Q13938
Martin Delray,Category:American country singer-songwriters,Q6775283
Iris DeMent,Category:American country singer-songwriters,Q6070186
Kevin Denney,Category:American country singer-songwriters,Q6396139
Travis Denning,Category:American country singer-songwriters,Q55584209
Wesley Dennis (singer),Category:American country singer-songwriters,Q7983908
John Denver,Category:American country singer-songwriters,Q105460
Kassie DePaiva,Category:American country singer-songwriters,Q530992
Daisy Dern,Category:American country singer-songwriters,Q5209703
Cheryl Deserée,Category:American country singer-songwriters,Q56824783
Lew DeWitt,Category:American country singer-songwriters,Q6535964
Al Dexter,Category:American country singer-songwriters,Q1423868
Little Jimmy Dickens,Category:American country singer-songwriters,Q706417
Russell Dickerson,Category:American country singer-songwriters,Q24572267
Tyler Dickerson,Category:American country singer-songwriters,Q7859991
Joe Diffie,Category:American country singer-songwriters,Q1691384
Danny Dill,Category:American country singer-songwriters,Q5220284
Craig Dillingham,Category:American country singer-songwriters,Q5180899
Dean Dillon,Category:American country singer-songwriters,Q1181051
Bob DiPiero,Category:American country singer-songwriters,Q4932283
Dorsey Dixon,Category:American country singer-songwriters,Q2410905
Carl Dobkins Jr.,Category:American country singer-songwriters,Q5040044
Richard Dobson,Category:American country singer-songwriters,Q7325227
Deryl Dodd,Category:American country singer-songwriters,Q3024027
Cale Dodds,Category:American country singer-songwriters,Q57584441
Jimmie Dolan,Category:American country singer-songwriters,Q6199340
Adam Doleac,Category:American country singer-songwriters,Q77999394
Johnny Dollar (musician),Category:American country singer-songwriters,Q6266605
Casey Donahew,Category:American country singer-songwriters,Q5048491
Jenny Don't,Category:American country singer-songwriters,Q124827215
Blind Simmie Dooley,Category:American country singer-songwriters,Q884164
Amber Dotson,Category:American country singer-songwriters,Q4741236
Dottsy,Category:American country singer-songwriters,Q5299520
Donna Douglas,Category:American country singer-songwriters,Q3036761
Jerry Douglas,Category:American country singer-songwriters,Q705743
Tony Douglas (singer),Category:American country singer-songwriters,Q17150109
Ronnie Dove,Category:American country singer-songwriters,Q2165998
Johnny Dowd,Category:American country singer-songwriters,Q777177
Big Al Downing,Category:American country singer-songwriters,Q4703752
Dusty Drake,Category:American country singer-songwriters,Q5317175
Rusty Draper,Category:American country singer-songwriters,Q2177389
Shelby Dressel,Category:American country singer-songwriters,Q7493380
Jimmy Driftwood,Category:American country singer-songwriters,Q352930
Don Drumm (singer),Category:American country singer-songwriters,Q5292544
Roy Drusky,Category:American country singer-songwriters,Q615896
Chris DuBois,Category:American country singer-songwriters,Q5106435
George Ducas (singer),Category:American country singer-songwriters,Q5538641
Cameron Duddy,Category:American country singer-songwriters,Q93781006
Dave Dudley,Category:American country singer-songwriters,Q1173181
Arlie Duff,Category:American country singer-songwriters,Q675389
Doug Dugger,Category:American country singer-songwriters,Q5300434
Johnny Duncan (country singer),Category:American country singer-songwriters,Q1702316
Stuart Duncan,Category:American country singer-songwriters,Q3307638
Tommy Duncan,Category:American country singer-songwriters,Q2440976
Whitney Duncan,Category:American country singer-songwriters,Q7996683
Tom Dundee,Category:American country singer-songwriters,Q7815672
Clare Dunn,Category:American country singer-songwriters,Q18719086
Holly Dunn,Category:American country singer-songwriters,Q5881966
Ronnie Dunn,Category:American country singer-songwriters,Q7365855
Bobby Durham (country musician),Category:American country singer-songwriters,Q4934964
Doyle Dykes,Category:American country singer-songwriters,Q3038390
Bob Dylan,Category:American country singer-songwriters,Q392
Jakob Dylan,Category:American country singer-songwriters,Q555426
Jason Eady,Category:American country singer-songwriters,Q19666382
Jim Eanes,Category:American country singer-songwriters,Q15452103
Justin Townes Earle,Category:American country singer-songwriters,Q5626534
Stacey Earle,Category:American country singer-songwriters,Q7595831
Steve Earle,Category:American country singer-songwriters,Q781634
Jack Earls,Category:American country singer-songwriters,Q1677021
Mundo Earwood,Category:American country singer-songwriters,Q6935850
Tim Easton,Category:American country singer-songwriters,Q2429956
Clint Eastwood,Category:American country singer-songwriters,Q43203
Connie Eaton,Category:American country singer-songwriters,Q5161847
Bobby Edwards,Category:American country singer-songwriters,Q4934973
David Eugene Edwards,Category:American country singer-songwriters,Q352895
Don Edwards,Category:American country singer-songwriters,Q1239102
Don Edwards (cowboy singer),Category:American country singer-songwriters,Q1239100
Jonathan Edwards (musician),Category:American country singer-songwriters,Q6273021
Kenny Edwards,Category:American country singer-songwriters,Q6391041
Meredith Edwards (singer),Category:American country singer-songwriters,Q15492704
Stoney Edwards,Category:American country singer-songwriters,Q7619410
